Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - German,pct_german
0500000US17137,17137,"Morgan County, Illinois",35544,,7231,20.3437992348
0500000US17139,17139,"Moultrie County, Illinois",14844,,2578,17.3672864457
0500000US17141,17141,"Ogle County, Illinois",53378,,14944,27.996552887
0500000US17143,17143,"Peoria County, Illinois",186399,,37765,20.2603018257
0500000US17145,17145,"Perry County, Illinois",22287,,5396,24.2114236999
0500000US17147,17147,"Piatt County, Illinois",16679,,3119,18.7001618802
0500000US17149,17149,"Pike County, Illinois",16436,,2864,17.4251642735
0500000US17151,17151,"Pope County, Illinois",4399,,902,20.50466015
0500000US17153,17153,"Pulaski County, Illinois",6107,,933,15.2775503521
0500000US17155,17155,"Putnam County, Illinois",5968,,1834,30.7305630027
0500000US17157,17157,"Randolph County, Illinois",33353,,11055,33.1454441879
0500000US17159,17159,"Richland County, Illinois",16181,,3744,23.1382485631
0500000US17161,17161,"Rock Island County, Illinois",147504,,26316,17.8408721119
0500000US17163,17163,"St. Clair County, Illinois",268873,,54325,20.2047063112
0500000US17165,17165,"Saline County, Illinois",24975,,3589,14.3703703704
0500000US17167,17167,"Sangamon County, Illinois",197474,,38575,19.5342171628
0500000US17169,17169,"Schuyler County, Illinois",7499,,1025,13.6684891319
0500000US17171,17171,"Scott County, Illinois",5322,,893,16.7794062383
0500000US17173,17173,"Shelby County, Illinois",22316,,4547,20.3755153253
0500000US17175,17175,"Stark County, Illinois",5983,,1487,24.8537522982
0500000US17177,17177,"Stephenson County, Illinois",47532,,15995,33.6510140537
0500000US17179,17179,"Tazewell County, Illinois",135201,,38729,28.6454981842
0500000US17181,17181,"Union County, Illinois",17799,,3026,17.0009551098
0500000US17183,17183,"Vermilion County, Illinois",81463,,9766,11.9882646109
0500000US17185,17185,"Wabash County, Illinois",11935,,2026,16.9752827817
0500000US17187,17187,"Warren County, Illinois",17723,,2751,15.5222027873
0500000US17189,17189,"Washington County, Illinois",14692,,6325,43.050639804
0500000US17191,17191,"Wayne County, Illinois",16727,,1691,10.1094039577
0500000US17193,17193,"White County, Illinois",14686,,3073,20.9246901811
0500000US17195,17195,"Whiteside County, Illinois",58400,,12792,21.904109589
0500000US17197,17197,"Will County, Illinois",677669,,86982,12.8354698238
0500000US17199,17199,"Williamson County, Illinois",66335,,11001,16.584005427
0500000US17201,17201,"Winnebago County, Illinois",294433,,52785,17.9276779437
0500000US17203,17203,"Woodford County, Illinois",38736,,14468,37.3502684841
0500000US18001,18001,"Adams County, Indiana",34343,,11206,32.6296479632
0500000US18003,18003,"Allen County, Indiana",355940,,88479,24.8578412092
0500000US18005,18005,"Bartholomew County, Indiana",77297,,16170,20.9193112281
0500000US18007,18007,"Benton County, Indiana",8816,,1963,22.2663339383
0500000US18009,18009,"Blackford County, Indiana",12742,,2520,19.7771150526
0500000US18011,18011,"Boone County, Indiana",56823,,12313,21.6690424652
0500000US18013,18013,"Brown County, Indiana",15181,,2925,19.2675054344
0500000US18015,18015,"Carroll County, Indiana",20105,,4447,22.1188759015
0500000US18017,18017,"Cass County, Indiana",38875,,6987,17.9729903537
0500000US18019,18019,"Clark County, Indiana",110100,,19547,17.7538601272
0500000US18021,18021,"Clay County, Indiana",26908,,5295,19.6781626282
0500000US18023,18023,"Clinton County, Indiana",33179,,6063,18.2736067995
0500000US18025,18025,"Crawford County, Indiana",10702,,1878,17.5481218464
0500000US18027,18027,"Daviess County, Indiana",31604,,8248,26.0979622833
0500000US18029,18029,"Dearborn County, Indiana",49904,,18701,37.473949984
0500000US18031,18031,"Decatur County, Indiana",25772,,5967,23.1530343008
0500000US18033,18033,"DeKalb County, Indiana",42218,,12497,29.6011180065
0500000US18035,18035,"Delaware County, Indiana",117459,,19115,16.2737636111
0500000US18037,18037,"Dubois County, Indiana",41995,,22392,53.3206334087
0500000US18039,18039,"Elkhart County, Indiana",198214,,39717,20.0374342882
0500000US18041,18041,"Fayette County, Indiana",24220,,3795,15.6688687036
0500000US18043,18043,"Floyd County, Indiana",74601,,15556,20.8522673959
0500000US18045,18045,"Fountain County, Indiana",17212,,2447,14.2168254706
0500000US18047,18047,"Franklin County, Indiana",23108,,7868,34.0488142635
0500000US18049,18049,"Fulton County, Indiana",20762,,4017,19.3478470282
0500000US18051,18051,"Gibson County, Indiana",33437,,7954,23.7880192601
0500000US18053,18053,"Grant County, Indiana",69886,,10826,15.4909423919
0500000US18055,18055,"Greene County, Indiana",33032,,4635,14.0318479051
0500000US18057,18057,"Hamilton County, Indiana",276098,,54165,19.6180341763
0500000US18059,18059,"Hancock County, Indiana",69778,,13445,19.2682507381
0500000US18061,18061,"Harrison County, Indiana",39102,,9196,23.51797862
0500000US18063,18063,"Hendricks County, Indiana",145880,,28479,19.5222100356
0500000US18065,18065,"Henry County, Indiana",49381,,7049,14.2747210466
0500000US18067,18067,"Howard County, Indiana",82914,,13890,16.7522975613
0500000US18069,18069,"Huntington County, Indiana",37144,,10653,28.6802713763
0500000US18071,18071,"Jackson County, Indiana",42414,,8899,20.9812797661
0500000US18073,18073,"Jasper County, Indiana",33369,,5848,17.5252479847
0500000US18075,18075,"Jay County, Indiana",21353,,5528,25.8886339156
0500000US18077,18077,"Jefferson County, Indiana",32501,,5042,15.5133688194
0500000US18079,18079,"Jennings County, Indiana",28373,,5736,20.2164029183
0500000US18081,18081,"Johnson County, Indiana",140033,,28107,20.0716973856
0500000US18083,18083,"Knox County, Indiana",38392,,6801,17.7146280475
0500000US18085,18085,"Kosciusko County, Indiana",77328,,19279,24.9314607904
0500000US18087,18087,"LaGrange County, Indiana",37284,,10934,29.326252548
0500000US18089,18089,"Lake County, Indiana",495230,,50058,10.108030612
0500000US18091,18091,"LaPorte County, Indiana",111335,,22349,20.073651592
0500000US18093,18093,"Lawrence County, Indiana",46131,,6017,13.0432897618
0500000US18095,18095,"Madison County, Indiana",131244,,19361,14.7519124684
0500000US18097,18097,"Marion County, Indiana",904535,,114454,12.6533522749
0500000US18099,18099,"Marshall County, Indiana",47045,,11950,25.4012116059
0500000US18101,18101,"Martin County, Indiana",10300,,2701,26.2233009709
0500000US18103,18103,"Miami County, Indiana",36850,,7325,19.8778833107
0500000US18105,18105,"Monroe County, Indiana",138048,,23274,16.8593532684
0500000US18107,18107,"Montgomery County, Indiana",38207,,6681,17.4863244955
0500000US18109,18109,"Morgan County, Indiana",69033,,12234,17.7219590631
0500000US18111,18111,"Newton County, Indiana",14199,,2836,19.9732375519
0500000US18113,18113,"Noble County, Indiana",47547,,11335,23.8395692683
0500000US18115,18115,"Ohio County, Indiana",6093,,1715,28.1470539964
0500000US18117,18117,"Orange County, Indiana",19828,,2972,14.9889045794
0500000US18119,18119,"Owen County, Indiana",21583,,3801,17.6110827966
0500000US18121,18121,"Parke County, Indiana",17251,,2836,16.4396266883
0500000US18123,18123,"Perry County, Indiana",19408,,5909,30.4462077494
0500000US18125,18125,"Pike County, Indiana",12849,,2247,17.4877422368
0500000US18127,18127,"Porter County, Indiana",164386,,30832,18.7558551215
0500000US18129,18129,"Posey County, Indiana",25840,,9487,36.7143962848
0500000US18131,18131,"Pulaski County, Indiana",13395,,3346,24.9794699515
0500000US18133,18133,"Putnam County, Indiana",37995,,6654,17.5128306356
0500000US18135,18135,"Randolph County, Indiana",26101,,4629,17.7349526838
0500000US18137,18137,"Ripley County, Indiana",28702,,10364,36.1089819525
0500000US18139,18139,"Rush County, Indiana",17349,,3265,18.8195285031
0500000US18141,18141,"St. Joseph County, Indiana",266785,,43340,16.2452911521
0500000US18143,18143,"Scott County, Indiana",24044,,2537,10.5514889369
0500000US18145,18145,"Shelby County, Indiana",44435,,9243,20.8011702487
0500000US18147,18147,"Spencer County, Indiana",20948,,8057,38.4619056712
0500000US18149,18149,"Starke County, Indiana",23310,,4236,18.1724581725
0500000US18151,18151,"Steuben County, Indiana",34116,,9588,28.1041153711
0500000US18153,18153,"Sullivan County, Indiana",21379,,3016,14.1073015576
0500000US18155,18155,"Switzerland County, Indiana",10509,,2256,21.4673137311
0500000US18157,18157,"Tippecanoe County, Indiana",173317,,33723,19.4574104098
0500000US18159,18159,"Tipton County, Indiana",15917,,3005,18.8791857762
0500000US18161,18161,"Union County, Indiana",7449,,1558,20.9155591355
0500000US18163,18163,"Vanderburgh County, Indiana",179610,,46593,25.9412059462
0500000US18165,18165,"Vermillion County, Indiana",16224,,2443,15.057938856
0500000US18167,18167,"Vigo County, Indiana",107805,,15851,14.7033996568
0500000US18169,18169,"Wabash County, Indiana",32804,,7696,23.460553591
0500000US18171,18171,"Warren County, Indiana",8490,,1692,19.9293286219
0500000US18173,18173,"Warrick County, Indiana",59643,,14947,25.0607782975
0500000US18175,18175,"Washington County, Indiana",28162,,4748,16.8595980399
0500000US18177,18177,"Wayne County, Indiana",68797,,12514,18.1897466459
0500000US18179,18179,"Wells County, Indiana",27677,,8707,31.4593344654
0500000US18181,18181,"White County, Indiana",24612,,4791,19.4661140907
0500000US18183,18183,"Whitley County, Indiana",33234,,9693,29.165914425
0500000US19001,19001,"Adair County, Iowa",7628,,2609,34.2029365496
0500000US19003,19003,"Adams County, Iowa",4027,,804,19.965234666
0500000US19005,19005,"Allamakee County, Iowa",14285,,5406,37.8438921946
0500000US19007,19007,"Appanoose County, Iowa",12858,,1916,14.901228807
0500000US19009,19009,"Audubon County, Iowa",6077,,2032,33.4375514234
0500000US19011,19011,"Benton County, Iowa",26044,,11068,42.4973122408
0500000US19013,19013,"Black Hawk County, Iowa",130843,,41206,31.4927049976
0500000US19015,19015,"Boone County, Iowa",26324,,6511,24.7340829661
0500000US19017,19017,"Bremer County, Iowa",24294,,11670,48.0365522351
0500000US19019,19019,"Buchanan County, Iowa",20988,,7976,38.0026681913
0500000US19021,19021,"Buena Vista County, Iowa",20215,,5275,26.0944842938
0500000US19023,19023,"Butler County, Iowa",14899,,7857,52.7350828915
0500000US19025,19025,"Calhoun County, Iowa",9936,,4129,41.555958132
0500000US19027,19027,"Carroll County, Iowa",20751,,10974,52.8841983519
0500000US19029,19029,"Cass County, Iowa",13865,,4696,33.8694554634
0500000US19031,19031,"Cedar County, Iowa",18446,,7726,41.8844193863
0500000US19033,19033,"Cerro Gordo County, Iowa",44083,,13545,30.7261302543
0500000US19035,19035,"Cherokee County, Iowa",12011,,4704,39.1640995754
0500000US19037,19037,"Chickasaw County, Iowa",12409,,5984,48.2230639052
0500000US19039,19039,"Clarke County, Iowa",9286,,2149,23.1423648503
0500000US19041,19041,"Clay County, Iowa",16649,,5514,33.1191062526
0500000US19043,19043,"Clayton County, Iowa",18056,,9006,49.8781568454
0500000US19045,19045,"Clinton County, Iowa",49074,,18806,38.3217182215
0500000US19047,19047,"Crawford County, Iowa",17100,,7396,43.2514619883
0500000US19049,19049,"Dallas County, Iowa",66997,,18698,27.9087123304
0500000US19051,19051,"Davis County, Iowa",8718,,2070,23.7439779766
0500000US19053,19053,"Decatur County, Iowa",8382,,1167,13.9226914817
0500000US19055,19055,"Delaware County, Iowa",17721,,8438,47.6158230348
0500000US19057,19057,"Des Moines County, Iowa",40268,,11718,29.1000298003
0500000US19059,19059,"Dickinson County, Iowa",16778,,6018,35.8683990941
0500000US19061,19061,"Dubuque County, Iowa",93776,,41864,44.6425524654
0500000US19063,19063,"Emmet County, Iowa",10263,,2965,28.8901880542
0500000US19065,19065,"Fayette County, Iowa",20894,,8702,41.6483200919
0500000US19067,19067,"Floyd County, Iowa",16204,,6976,43.0510984942
0500000US19069,19069,"Franklin County, Iowa",10650,,4593,43.1267605634
0500000US19071,19071,"Fremont County, Iowa",7373,,1906,25.8510782585
0500000US19073,19073,"Greene County, Iowa",9304,,2753,29.5894239037
0500000US19075,19075,"Grundy County, Iowa",12431,,6366,51.21068297
0500000US19077,19077,"Guthrie County, Iowa",10915,,3517,32.2217132387
0500000US19079,19079,"Hamilton County, Iowa",15614,,4216,27.0014089919
0500000US19081,19081,"Hancock County, Iowa",11320,,3985,35.203180212
0500000US19083,19083,"Hardin County, Iowa",17479,,6880,39.3615195377
0500000US19085,19085,"Harrison County, Iowa",14838,,4565,30.7656018331
0500000US19087,19087,"Henry County, Iowa",20242,,5158,25.4816717716
0500000US19089,19089,"Howard County, Iowa",9568,,3428,35.8277591973
0500000US19091,19091,"Humboldt County, Iowa",9818,,3201,32.6033815441
0500000US19093,19093,"Ida County, Iowa",7113,,3545,49.8383241951
0500000US19095,19095,"Iowa County, Iowa",16320,,6908,42.3284313725
0500000US19097,19097,"Jackson County, Iowa",19807,,8597,43.4038471248
0500000US19099,19099,"Jasper County, Iowa",36823,,8575,23.2870760123
0500000US19101,19101,"Jefferson County, Iowa",16791,,3360,20.0107200286
0500000US19103,19103,"Johnson County, Iowa",131627,,33981,25.8161319486
0500000US19105,19105,"Jones County, Iowa",20686,,8913,43.0871120565
0500000US19107,19107,"Keokuk County, Iowa",10480,,3408,32.5190839695
0500000US19109,19109,"Kossuth County, Iowa",15510,,6380,41.134751773
0500000US19111,19111,"Lee County, Iowa",35741,,10575,29.5878682745
0500000US19113,19113,"Linn County, Iowa",211954,,64612,30.4839729375
0500000US19115,19115,"Louisa County, Iowa",11448,,2967,25.9171907757
0500000US19117,19117,"Lucas County, Iowa",8913,,1806,20.262537866
0500000US19119,19119,"Lyon County, Iowa",11623,,4562,39.2497634002
0500000US19121,19121,"Madison County, Iowa",15630,,3720,23.8003838772
0500000US19123,19123,"Mahaska County, Iowa",22432,,4100,18.2774607703
0500000US19125,19125,"Marion County, Iowa",33388,,6086,18.2281059063
0500000US19127,19127,"Marshall County, Iowa",40568,,10122,24.9507000592
0500000US19129,19129,"Mills County, Iowa",15028,,4456,29.6513175406
0500000US19131,19131,"Mitchell County, Iowa",10761,,4228,39.2900288077
0500000US19133,19133,"Monona County, Iowa",9242,,2982,32.2657433456
0500000US19135,19135,"Monroe County, Iowa",7979,,1423,17.8343150771
0500000US19137,19137,"Montgomery County, Iowa",10710,,2454,22.9131652661
0500000US19139,19139,"Muscatine County, Iowa",42729,,12239,28.6433101641
0500000US19141,19141,"O'Brien County, Iowa",14302,,5407,37.8059012725
0500000US19143,19143,"Osceola County, Iowa",6413,,2612,40.7297676594
0500000US19145,19145,"Page County, Iowa",15902,,3872,24.3491384731
0500000US19147,19147,"Palo Alto County, Iowa",9402,,3390,36.0561582642
0500000US19149,19149,"Plymouth County, Iowa",24911,,10294,41.3231102726
0500000US19151,19151,"Pocahontas County, Iowa",7307,,2813,38.4973313261
0500000US19153,19153,"Polk County, Iowa",431811,,94733,21.9385332935
0500000US19155,19155,"Pottawattamie County, Iowa",92793,,27591,29.7339238951
0500000US19157,19157,"Poweshiek County, Iowa",18888,,5231,27.694832698
0500000US19159,19159,"Ringgold County, Iowa",5123,,1054,20.5738824907
0500000US19161,19161,"Sac County, Iowa",10307,,4883,47.375570001
0500000US19163,19163,"Scott County, Iowa",165432,,49325,29.8158760095
0500000US19165,19165,"Shelby County, Iowa",12158,,4972,40.894884027
0500000US19167,19167,"Sioux County, Iowa",33776,,5520,16.3429654192
0500000US19169,19169,"Story County, Iowa",89734,,23972,26.7145117793
0500000US19171,19171,"Tama County, Iowa",17746,,5498,30.981629663
0500000US19173,19173,"Taylor County, Iowa",6292,,1379,21.916719644
0500000US19175,19175,"Union County, Iowa",12525,,2696,21.5249500998
0500000US19177,19177,"Van Buren County, Iowa",7565,,1748,23.1064111038
0500000US19179,19179,"Wapello County, Iowa",35449,,5781,16.3079353437
0500000US19181,19181,"Warren County, Iowa",46239,,12324,26.6528255369
0500000US19183,19183,"Washington County, Iowa",21765,,6692,30.7466115323
0500000US19185,19185,"Wayne County, Iowa",6372,,1067,16.7451349655
0500000US19187,19187,"Webster County, Iowa",37895,,10439,27.5471698113
0500000US19189,19189,"Winnebago County, Iowa",10800,,3254,30.1296296296
0500000US19191,19191,"Winneshiek County, Iowa",21033,,7092,33.7184424476
0500000US19193,19193,"Woodbury County, Iowa",101948,,27576,27.0490838467
0500000US19195,19195,"Worth County, Iowa",7581,,2426,32.0010552698
0500000US19197,19197,"Wright County, Iowa",13173,,3660,27.7841038488
0500000US20001,20001,"Allen County, Kansas",13364,,3164,23.6755462436
0500000US20003,20003,"Anderson County, Kansas",8066,,2545,31.5521943962
0500000US20005,20005,"Atchison County, Kansas",16854,,4090,24.2672362644
0500000US20007,20007,"Barber County, Kansas",4867,,1566,32.1758783645
0500000US20009,20009,"Barton County, Kansas",27556,,10470,37.9953549136
0500000US20011,20011,"Bourbon County, Kansas",15060,,2314,15.3652058433
0500000US20013,20013,"Brown County, Kansas",9962,,3018,30.2951214616
0500000US20015,20015,"Butler County, Kansas",65647,,16456,25.0674059744
0500000US20017,20017,"Chase County, Kansas",2788,,890,31.9225251076
0500000US20019,20019,"Chautauqua County, Kansas",3654,,538,14.7235905857
0500000US20021,20021,"Cherokee County, Kansas",21521,,2174,10.1017610706
0500000US20023,20023,"Cheyenne County, Kansas",2724,,1154,42.3641703377
0500000US20025,20025,"Clark County, Kansas",2198,,753,34.2584167425
0500000US20027,20027,"Clay County, Kansas",8547,,2389,27.9513279513
0500000US20029,20029,"Cloud County, Kansas",9479,,2365,24.9498892288
0500000US20031,20031,"Coffey County, Kansas",8553,,2401,28.0720215129
0500000US20033,20033,"Comanche County, Kansas",1893,,628,33.1748547279
0500000US20035,20035,"Cowley County, Kansas",36259,,6255,17.2508894343
0500000US20037,20037,"Crawford County, Kansas",39133,,5754,14.7037027573
0500000US20039,20039,"Decatur County, Kansas",2939,,1116,37.9720993535
0500000US20041,20041,"Dickinson County, Kansas",19766,,6307,31.9083274309
0500000US20043,20043,"Doniphan County, Kansas",7931,,2392,30.160131131
0500000US20045,20045,"Douglas County, Kansas",111073,,24390,21.9585317764
0500000US20047,20047,"Edwards County, Kansas",3021,,749,24.7931148626
0500000US20049,20049,"Elk County, Kansas",2856,,548,19.18767507
0500000US20051,20051,"Ellis County, Kansas",28525,,14176,49.6967572305
0500000US20053,20053,"Ellsworth County, Kansas",6477,,2204,34.0280994287
0500000US20055,20055,"Finney County, Kansas",36608,,5885,16.0757211538
0500000US20057,20057,"Ford County, Kansas",33725,,5185,15.3743513714
0500000US20059,20059,"Franklin County, Kansas",25916,,6006,23.1748726655
0500000US20061,20061,"Geary County, Kansas",34110,,5500,16.1243037232
0500000US20063,20063,"Gove County, Kansas",2771,134,1253,45.2183327319
0500000US20065,20065,"Graham County, Kansas",2617,,974,37.2181887658
0500000US20067,20067,"Grant County, Kansas",7817,,1563,19.9948829474
0500000US20069,20069,"Gray County, Kansas",5982,,2221,37.1280508191
0500000US20071,20071,"Greeley County, Kansas",1234,111,454,36.790923825
0500000US20073,20073,"Greenwood County, Kansas",6654,,1393,20.9347760745
0500000US20075,20075,"Hamilton County, Kansas",2656,,725,27.296686747
0500000US20077,20077,"Harper County, Kansas",5998,,1507,25.1250416806
0500000US20079,20079,"Harvey County, Kansas",34572,,10435,30.1833853986
0500000US20081,20081,"Haskell County, Kansas",4222,,1004,23.7801989578
0500000US20083,20083,"Hodgeman County, Kansas",1949,,766,39.3022062596
0500000US20085,20085,"Jackson County, Kansas",13401,,4004,29.878367286
0500000US20087,20087,"Jefferson County, Kansas",19036,,5881,30.8940953982
0500000US20089,20089,"Jewell County, Kansas",3085,,882,28.5899513776
0500000US20091,20091,"Johnson County, Kansas",546046,,116922,21.4124817323
0500000US20093,20093,"Kearny County, Kansas",3952,,1196,30.2631578947
0500000US20095,20095,"Kingman County, Kansas",7876,,2516,31.9451498222
0500000US20097,20097,"Kiowa County, Kansas",2503,,697,27.8465840991
0500000US20099,20099,"Labette County, Kansas",21574,,4484,20.7842773709
0500000US20101,20101,"Lane County, Kansas",1666,134,509,30.5522208884
0500000US20103,20103,"Leavenworth County, Kansas",76286,,14900,19.5317620533
0500000US20105,20105,"Lincoln County, Kansas",3240,,1194,36.8518518519
0500000US20107,20107,"Linn County, Kansas",9613,,2131,22.1678976386
0500000US20109,20109,"Logan County, Kansas",2766,,1247,45.0831525669
0500000US20111,20111,"Lyon County, Kansas",34103,,7229,21.1975486028
0500000US20113,20113,"McPherson County, Kansas",29208,,9471,32.4260476582
0500000US20115,20115,"Marion County, Kansas",12565,,4300,34.2220453641
0500000US20117,20117,"Marshall County, Kansas",10083,,4544,45.0659525935
0500000US20119,20119,"Meade County, Kansas",4504,,1407,31.2388987567
0500000US20121,20121,"Miami County, Kansas",32546,,7412,22.7739199902
0500000US20123,20123,"Mitchell County, Kansas",6359,,2942,46.2651360277
0500000US20125,20125,"Montgomery County, Kansas",35167,,5927,16.8538686837
0500000US20127,20127,"Morris County, Kansas",5917,,1655,27.9702551969
0500000US20129,20129,"Morton County, Kansas",3207,,715,22.2949797318
0500000US20131,20131,"Nemaha County, Kansas",10170,,5418,53.2743362832
0500000US20133,20133,"Neosho County, Kansas",16501,,4371,26.4893036786
0500000US20135,20135,"Ness County, Kansas",3102,,1527,49.2263056093
0500000US20137,20137,"Norton County, Kansas",5658,,1623,28.68504772
0500000US20139,20139,"Osage County, Kansas",16300,,4027,24.7055214724
0500000US20141,20141,"Osborne County, Kansas",3852,,1318,34.2159916926
0500000US20143,20143,"Ottawa County, Kansas",6099,,1670,27.381537957
0500000US20145,20145,"Pawnee County, Kansas",6945,,1900,27.3578113751
0500000US20147,20147,"Phillips County, Kansas",5579,,2069,37.0854991934
0500000US20149,20149,"Pottawatomie County, Kansas",21620,,7677,35.5087881591
0500000US20151,20151,"Pratt County, Kansas",9670,,3150,32.5749741468
0500000US20153,20153,"Rawlins County, Kansas",2555,,854,33.4246575342
0500000US20155,20155,"Reno County, Kansas",64346,,17081,26.545550617
0500000US20157,20157,"Republic County, Kansas",4965,,1234,24.8539778449
0500000US20159,20159,"Rice County, Kansas",10077,,3052,30.2867917039
0500000US20161,20161,"Riley County, Kansas",71927,,22486,31.2622520055
0500000US20163,20163,"Rooks County, Kansas",5205,,1724,33.1219980788
0500000US20165,20165,"Rush County, Kansas",3262,,1681,51.532801962
0500000US20167,20167,"Russell County, Kansas",6926,,3024,43.661565117
0500000US20169,20169,"Saline County, Kansas",55493,,15945,28.7333537563
0500000US20171,20171,"Scott County, Kansas",4872,,1313,26.9499178982
0500000US20173,20173,"Sedgwick County, Kansas",497062,,95786,19.2704330647
0500000US20175,20175,"Seward County, Kansas",23013,,1911,8.3040020858
0500000US20177,20177,"Shawnee County, Kansas",177688,,41550,23.3836837603
0500000US20179,20179,"Sheridan County, Kansas",2562,,1384,54.0202966432
0500000US20181,20181,"Sherman County, Kansas",6036,,1563,25.8946322068
0500000US20183,20183,"Smith County, Kansas",3835,,1506,39.2698826597
0500000US20185,20185,"Stafford County, Kansas",4398,,1170,26.6030013643
0500000US20187,20187,"Stanton County, Kansas",2200,,496,22.5454545455
0500000US20189,20189,"Stevens County, Kansas",5633,,943,16.7406355406
0500000US20191,20191,"Sumner County, Kansas",24000,,5465,22.7708333333
0500000US20193,20193,"Thomas County, Kansas",7854,,2904,36.974789916
0500000US20195,20195,"Trego County, Kansas",2977,,1414,47.4974806853
0500000US20197,20197,"Wabaunsee County, Kansas",7048,,2604,36.9466515323
0500000US20199,20199,"Wallace County, Kansas",1508,111,467,30.9681697613
0500000US20201,20201,"Washington County, Kansas",5806,,2804,48.2948673786
0500000US20203,20203,"Wichita County, Kansas",2239,,744,33.2291201429
0500000US20205,20205,"Wilson County, Kansas",9368,,2065,22.0431255337
0500000US20207,20207,"Woodson County, Kansas",3311,,929,28.0579885231
0500000US20209,20209,"Wyandotte County, Kansas",157274,,15467,9.8344290855
0500000US21001,21001,"Adair County, Kentucky",18651,,1118,5.9943166586
0500000US21003,21003,"Allen County, Kentucky",20007,,1728,8.636977058
0500000US21005,21005,"Anderson County, Kentucky",21442,,1827,8.5206603862
0500000US21007,21007,"Ballard County, Kentucky",8268,,791,9.5670053217
0500000US21009,21009,"Barren County, Kentucky",42229,,3224,7.6345639253
0500000US21011,21011,"Bath County, Kentucky",11665,,608,5.2121731676
0500000US21013,21013,"Bell County, Kentucky",28613,,876,3.0615454514
0500000US21015,21015,"Boone County, Kentucky",119406,,31292,26.2063882887
0500000US21017,21017,"Bourbon County, Kentucky",20004,,1706,8.5282943411
0500000US21019,21019,"Boyd County, Kentucky",49358,,4596,9.311560436
0500000US21021,21021,"Boyle County, Kentucky",28445,,2345,8.2439796098
0500000US21023,21023,"Bracken County, Kentucky",8488,,1267,14.9269557022
0500000US21025,21025,"Breathitt County, Kentucky",13922,,701,5.0351960925
0500000US21027,21027,"Breckinridge County, Kentucky",20068,,2135,10.6388279849
0500000US21029,21029,"Bullitt County, Kentucky",74431,,9318,12.5189773078
0500000US21031,21031,"Butler County, Kentucky",12748,,489,3.8358958268
0500000US21033,21033,"Caldwell County, Kentucky",12977,,1099,8.4688294675
0500000US21035,21035,"Calloway County, Kentucky",37198,,3992,10.731759772
0500000US21037,21037,"Campbell County, Kentucky",90119,,28868,32.0332005459
0500000US21039,21039,"Carlisle County, Kentucky",5081,,264,5.195827593
0500000US21041,21041,"Carroll County, Kentucky",10851,,1261,11.6210487513
0500000US21043,21043,"Carter County, Kentucky",27594,,2398,8.6902949917
0500000US21045,21045,"Casey County, Kentucky",15984,,854,5.3428428428
0500000US21047,21047,"Christian County, Kentucky",73722,,5148,6.9829901522
0500000US21049,21049,"Clark County, Kentucky",35555,,3035,8.5360708761
0500000US21051,21051,"Clay County, Kentucky",21833,,866,3.9664727706
0500000US21053,21053,"Clinton County, Kentucky",10244,,527,5.1444748145
0500000US21055,21055,"Crittenden County, Kentucky",9321,,664,7.1236991739
0500000US21057,21057,"Cumberland County, Kentucky",6857,,440,6.41680035
0500000US21059,21059,"Daviess County, Kentucky",96711,,9889,10.2253104611
0500000US21061,21061,"Edmonson County, Kentucky",12141,,614,5.0572440491
0500000US21063,21063,"Elliott County, Kentucky",7774,,392,5.0424491896
0500000US21065,21065,"Estill County, Kentucky",14647,,969,6.6156892196
0500000US21067,21067,"Fayette County, Kentucky",296766,,29171,9.8296300789
0500000US21069,21069,"Fleming County, Kentucky",14415,,1421,9.8577870274
0500000US21071,21071,"Floyd County, Kentucky",39454,,1686,4.2733309677
0500000US21073,21073,"Franklin County, Kentucky",49399,,3725,7.5406384745
0500000US21075,21075,"Fulton County, Kentucky",6758,,355,5.2530334418
0500000US21077,21077,"Gallatin County, Kentucky",8513,,1515,17.7963115236
0500000US21079,21079,"Garrard County, Kentucky",16892,,1608,9.5192990765
0500000US21081,21081,"Grant County, Kentucky",24683,,4639,18.7943118746
0500000US21083,21083,"Graves County, Kentucky",37200,,3041,8.1747311828
0500000US21085,21085,"Grayson County, Kentucky",25772,,1669,6.4760204874
0500000US21087,21087,"Green County, Kentucky",11309,,888,7.8521531524
0500000US21089,21089,"Greenup County, Kentucky",36922,,4275,11.5784627052
0500000US21091,21091,"Hancock County, Kentucky",8588,,1501,17.4778761062
0500000US21093,21093,"Hardin County, Kentucky",104513,,11485,10.9890635615
0500000US21095,21095,"Harlan County, Kentucky",29210,,975,3.3378979801
0500000US21097,21097,"Harrison County, Kentucky",18781,,2513,13.380544167
0500000US21099,21099,"Hart County, Kentucky",18278,,1217,6.6582777109
0500000US21101,21101,"Henderson County, Kentucky",46254,,5779,12.4940545683
0500000US21103,21103,"Henry County, Kentucky",15428,,1785,11.5698729583
0500000US21105,21105,"Hickman County, Kentucky",4869,,275,5.6479769973
0500000US21107,21107,"Hopkins County, Kentucky",46891,,3848,8.2062655947
0500000US21109,21109,"Jackson County, Kentucky",13475,,621,4.6085343228
0500000US21111,21111,"Jefferson County, Kentucky",741285,,98991,13.3539731682
0500000US21113,21113,"Jessamine County, Kentucky",48591,,5430,11.1749089338
0500000US21115,21115,"Johnson County, Kentucky",23339,,1221,5.2315866147
