Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - German,pct_german
0500000US29143,29143,"New Madrid County, Missouri",18780,,1482,7.8913738019
0500000US29145,29145,"Newton County, Missouri",58314,,6667,11.4329320575
0500000US29147,29147,"Nodaway County, Missouri",23305,,5879,25.2263462776
0500000US29149,29149,"Oregon County, Missouri",10885,,1111,10.2067064768
0500000US29151,29151,"Osage County, Missouri",13857,,7618,54.975824493
0500000US29153,29153,"Ozark County, Missouri",9672,,1443,14.9193548387
0500000US29155,29155,"Pemiscot County, Missouri",18288,,849,4.6423884514
0500000US29157,29157,"Perry County, Missouri",18986,,7764,40.8932897925
0500000US29159,29159,"Pettis County, Missouri",42044,,8724,20.7496908001
0500000US29161,29161,"Phelps County, Missouri",44825,,7690,17.1556051311
0500000US29163,29163,"Pike County, Missouri",18574,,3845,20.7009798643
0500000US29165,29165,"Platte County, Missouri",89567,,17682,19.7416459187
0500000US29167,29167,"Polk County, Missouri",31035,,4298,13.8488802964
0500000US29169,29169,"Pulaski County, Missouri",51620,,7843,15.193723363
0500000US29171,29171,"Putnam County, Missouri",4976,,1182,23.7540192926
0500000US29173,29173,"Ralls County, Missouri",10198,,1964,19.2586781722
0500000US29175,29175,"Randolph County, Missouri",25388,,4992,19.6628328344
0500000US29177,29177,"Ray County, Missouri",23422,,4996,21.3303731534
0500000US29179,29179,"Reynolds County, Missouri",6682,,1258,18.8266985932
0500000US29181,29181,"Ripley County, Missouri",14070,,1348,9.5806680881
0500000US29183,29183,"St. Charles County, Missouri",360695,,108207,29.9995841362
0500000US29185,29185,"St. Clair County, Missouri",9693,,1855,19.137521923
0500000US29186,29186,"Ste. Genevieve County, Missouri",18066,,7604,42.0901140263
0500000US29187,29187,"St. Francois County, Missouri",65246,,10683,16.3734175275
0500000US29189,29189,"St. Louis County, Missouri",999147,,209406,20.9584775814
0500000US29195,29195,"Saline County, Missouri",23232,,5728,24.6556473829
0500000US29197,29197,"Schuyler County, Missouri",4397,,1155,26.2679099386
0500000US29199,29199,"Scotland County, Missouri",4843,,1520,31.3855048524
0500000US29201,29201,"Scott County, Missouri",39192,,6259,15.9700959379
0500000US29203,29203,"Shannon County, Missouri",8407,,555,6.6016414892
0500000US29205,29205,"Shelby County, Missouri",6328,,1298,20.5120101138
0500000US29207,29207,"Stoddard County, Missouri",29902,,3263,10.9123135576
0500000US29209,29209,"Stone County, Missouri",31968,,6258,19.5758258258
0500000US29211,29211,"Sullivan County, Missouri",6667,,980,14.6992650367
0500000US29213,29213,"Taney County, Missouri",51596,,8294,16.0748895263
0500000US29215,29215,"Texas County, Missouri",25840,,2937,11.3660990712
0500000US29217,29217,"Vernon County, Missouri",20958,,3851,18.374844928
0500000US29219,29219,"Warren County, Missouri",32440,,11639,35.8785450062
0500000US29221,29221,"Washington County, Missouri",25120,,4268,16.9904458599
0500000US29223,29223,"Wayne County, Missouri",13444,,1765,13.1285331747
0500000US29225,29225,"Webster County, Missouri",36183,,4877,13.4787054694
0500000US29227,29227,"Worth County, Missouri",2146,,448,20.8760484623
0500000US29229,29229,"Wright County, Missouri",18732,,1543,8.2372410848
0500000US29510,29510,"St. Louis city, Missouri",318527,,37383,11.7362107451
0500000US30001,30001,"Beaverhead County, Montana",9228,,1451,15.7238838318
0500000US30003,30003,"Big Horn County, Montana",12872,,881,6.844313238
0500000US30005,30005,"Blaine County, Montana",6514,,936,14.3690512742
0500000US30007,30007,"Broadwater County, Montana",5575,,1584,28.4125560538
0500000US30009,30009,"Carbon County, Montana",10057,,2445,24.3114248782
0500000US30011,30011,"Carter County, Montana",1276,103,405,31.7398119122
0500000US30013,30013,"Cascade County, Montana",81248,,14547,17.9044407247
0500000US30015,30015,"Chouteau County, Montana",5811,,1049,18.051970401
0500000US30017,30017,"Custer County, Montana",11706,,2830,24.1756364258
0500000US30019,30019,"Daniels County, Montana",1734,154,303,17.4740484429
0500000US30021,30021,"Dawson County, Montana",9022,,2866,31.7667922855
0500000US30023,30023,"Deer Lodge County, Montana",9277,,1918,20.6747871079
0500000US30025,30025,"Fallon County, Montana",3051,144,1350,44.2477876106
0500000US30027,30027,"Fergus County, Montana",11507,,2429,21.1088902407
0500000US30029,30029,"Flathead County, Montana",90967,,18173,19.9775742852
0500000US30031,30031,"Gallatin County, Montana",90339,,18875,20.8935232845
0500000US30033,30033,"Garfield County, Montana",1100,110,329,29.9090909091
0500000US30035,30035,"Glacier County, Montana",13422,,1204,8.9703471912
0500000US30037,30037,"Golden Valley County, Montana",769,101,243,31.599479844
0500000US30039,30039,"Granite County, Montana",3083,,582,18.8777165099
0500000US30041,30041,"Hill County, Montana",16157,,3097,19.1681624064
0500000US30043,30043,"Jefferson County, Montana",11360,,2682,23.6091549296
0500000US30045,30045,"Judith Basin County, Montana",2052,,496,24.171539961
0500000US30047,30047,"Lake County, Montana",28794,,4248,14.753073557
0500000US30049,30049,"Lewis and Clark County, Montana",63432,,13176,20.7718501703
0500000US30051,30051,"Liberty County, Montana",2326,,1146,49.2691315563
0500000US30053,30053,"Lincoln County, Montana",19594,,4184,21.3534755537
0500000US30055,30055,"McCone County, Montana",1808,144,562,31.0840707965
0500000US30057,30057,"Madison County, Montana",7688,,1841,23.9464099896
0500000US30059,30059,"Meagher County, Montana",1900,,532,28
0500000US30061,30061,"Mineral County, Montana",4203,,873,20.7708779443
0500000US30063,30063,"Missoula County, Montana",109402,,19504,17.8278276448
0500000US30065,30065,"Musselshell County, Montana",4597,121,716,15.5753752447
0500000US30067,30067,"Park County, Montana",15655,,2917,18.6330245928
0500000US30069,30069,"Petroleum County, Montana",566,87,149,26.3250883392
0500000US30071,30071,"Phillips County, Montana",4203,,821,19.5336664287
0500000US30073,30073,"Pondera County, Montana",6147,,1468,23.8815682447
0500000US30075,30075,"Powder River County, Montana",1639,103,312,19.0359975595
0500000US30077,30077,"Powell County, Montana",7067,,1431,20.2490448564
0500000US30079,30079,"Prairie County, Montana",1193,134,353,29.589270746
0500000US30081,30081,"Ravalli County, Montana",40311,,7216,17.9008211158
0500000US30083,30083,"Richland County, Montana",9961,,2802,28.1297058528
0500000US30085,30085,"Roosevelt County, Montana",10477,,1029,9.8215137921
0500000US30087,30087,"Rosebud County, Montana",9261,,1006,10.8627578015
0500000US30089,30089,"Sanders County, Montana",11421,,2150,18.8249715436
0500000US30091,30091,"Sheridan County, Montana",3447,154,699,20.2785030461
0500000US30093,30093,"Silver Bow County, Montana",34164,,5125,15.0011708231
0500000US30095,30095,"Stillwater County, Montana",9096,,2118,23.2849604222
0500000US30097,30097,"Sweet Grass County, Montana",3661,,551,15.0505326414
0500000US30099,30099,"Teton County, Montana",6082,,1641,26.9812561657
0500000US30101,30101,"Toole County, Montana",5210,,1117,21.4395393474
0500000US30103,30103,"Treasure County, Montana",698,94,146,20.9169054441
0500000US30105,30105,"Valley County, Montana",7423,,1814,24.4375589384
0500000US30107,30107,"Wheatland County, Montana",2142,,298,13.9122315593
0500000US30109,30109,"Wibaux County, Montana",899,118,267,29.6996662959
0500000US30111,30111,"Yellowstone County, Montana",148191,,33367,22.5162121856
0500000US31001,31001,"Adams County, Nebraska",31299,,12640,40.3846768267
0500000US31003,31003,"Antelope County, Nebraska",6655,,3048,45.800150263
0500000US31005,31005,"Arthur County, Nebraska",490,64,185,37.7551020408
0500000US31007,31007,"Banner County, Nebraska",778,73,252,32.3907455013
0500000US31009,31009,"Blaine County, Nebraska",584,76,229,39.2123287671
0500000US31011,31011,"Boone County, Nebraska",5473,,2714,49.5888909191
0500000US31013,31013,"Box Butte County, Nebraska",11345,,4230,37.2851476421
0500000US31015,31015,"Boyd County, Nebraska",2025,114,840,41.4814814815
0500000US31017,31017,"Brown County, Nebraska",3183,97,1033,32.4536600691
0500000US31019,31019,"Buffalo County, Nebraska",46330,,17293,37.3257068854
0500000US31021,31021,"Burt County, Nebraska",6829,,2117,31.0001464343
0500000US31023,31023,"Butler County, Nebraska",8345,,2074,24.8532055123
0500000US31025,31025,"Cass County, Nebraska",25214,,9170,36.3686840644
0500000US31027,31027,"Cedar County, Nebraska",8807,,5128,58.2264108096
0500000US31029,31029,"Chase County, Nebraska",3964,,1334,33.6528758829
0500000US31031,31031,"Cherry County, Nebraska",5722,,1676,29.2904578819
0500000US31033,31033,"Cheyenne County, Nebraska",10038,,4119,41.034070532
0500000US31035,31035,"Clay County, Nebraska",6497,,2818,43.3738648607
0500000US31037,31037,"Colfax County, Nebraska",10453,,2527,24.1748780254
0500000US31039,31039,"Cuming County, Nebraska",9140,,4795,52.4617067834
0500000US31041,31041,"Custer County, Nebraska",10904,,3255,29.8514306676
0500000US31043,31043,"Dakota County, Nebraska",20869,,3738,17.9117351095
0500000US31045,31045,"Dawes County, Nebraska",9176,,3198,34.8517872711
0500000US31047,31047,"Dawson County, Nebraska",24267,,5828,24.0161536243
0500000US31049,31049,"Deuel County, Nebraska",1962,,663,33.7920489297
0500000US31051,31051,"Dixon County, Nebraska",5982,,2216,37.0444667335
0500000US31053,31053,"Dodge County, Nebraska",36590,,14551,39.7676960918
0500000US31055,31055,"Douglas County, Nebraska",518271,,117127,22.599566636
0500000US31057,31057,"Dundy County, Nebraska",1996,,580,29.0581162325
0500000US31059,31059,"Fillmore County, Nebraska",5867,,2702,46.0542014658
0500000US31061,31061,"Franklin County, Nebraska",3196,,1486,46.4956195244
0500000US31063,31063,"Frontier County, Nebraska",2693,99,1224,45.4511696992
0500000US31065,31065,"Furnas County, Nebraska",4922,,1933,39.2726533929
0500000US31067,31067,"Gage County, Nebraska",22209,,9423,42.4287451033
0500000US31069,31069,"Garden County, Nebraska",2011,92,700,34.8085529587
0500000US31071,31071,"Garfield County, Nebraska",2106,115,691,32.8110161443
0500000US31073,31073,"Gosper County, Nebraska",2020,,831,41.1386138614
0500000US31075,31075,"Grant County, Nebraska",608,89,160,26.3157894737
0500000US31077,31077,"Greeley County, Nebraska",2515,,883,35.1093439364
0500000US31079,31079,"Hall County, Nebraska",58681,,16319,27.8096828616
0500000US31081,31081,"Hamilton County, Nebraska",9096,,4063,44.6679859279
0500000US31083,31083,"Harlan County, Nebraska",3419,,1672,48.9031880667
0500000US31085,31085,"Hayes County, Nebraska",1037,99,543,52.362584378
0500000US31087,31087,"Hitchcock County, Nebraska",2898,,1103,38.060731539
0500000US31089,31089,"Holt County, Nebraska",10418,,4467,42.8777116529
0500000US31091,31091,"Hooker County, Nebraska",689,88,241,34.9782293179
0500000US31093,31093,"Howard County, Nebraska",6294,,2416,38.3857642199
0500000US31095,31095,"Jefferson County, Nebraska",7572,,3428,45.2720549392
0500000US31097,31097,"Johnson County, Nebraska",5188,,2357,45.431765613
0500000US31099,31099,"Kearney County, Nebraska",6514,,2117,32.4992324225
0500000US31101,31101,"Keith County, Nebraska",8284,,2612,31.5306615162
0500000US31103,31103,"Keya Paha County, Nebraska",742,97,236,31.8059299191
0500000US31105,31105,"Kimball County, Nebraska",3789,,990,26.1282660333
0500000US31107,31107,"Knox County, Nebraska",8648,,3669,42.4259944496
0500000US31109,31109,"Lancaster County, Nebraska",286425,,96650,33.7435628873
0500000US31111,31111,"Lincoln County, Nebraska",36212,,10491,28.9710593174
0500000US31113,31113,"Logan County, Nebraska",724,74,298,41.1602209945
0500000US31115,31115,"Loup County, Nebraska",534,83,146,27.34082397
0500000US31117,31117,"McPherson County, Nebraska",348,68,131,37.6436781609
0500000US31119,31119,"Madison County, Nebraska",34766,,15030,43.231893229
0500000US31121,31121,"Merrick County, Nebraska",7779,,3112,40.0051420491
0500000US31123,31123,"Morrill County, Nebraska",4993,,1701,34.0676947727
0500000US31125,31125,"Nance County, Nebraska",3730,,1329,35.6300268097
0500000US31127,31127,"Nemaha County, Nebraska",7224,,2703,37.4169435216
0500000US31129,31129,"Nuckolls County, Nebraska",4490,,2082,46.3697104677
0500000US31131,31131,"Otoe County, Nebraska",15729,,7154,45.4828660436
0500000US31133,31133,"Pawnee County, Nebraska",2753,,1085,39.4115510352
0500000US31135,31135,"Perkins County, Nebraska",2947,,1039,35.2561927384
0500000US31137,31137,"Phelps County, Nebraska",9184,,3143,34.2225609756
0500000US31139,31139,"Pierce County, Nebraska",7231,,4325,59.8119208961
0500000US31141,31141,"Platte County, Nebraska",32195,,13711,42.5873582854
0500000US31143,31143,"Polk County, Nebraska",5371,,1772,32.9919940421
0500000US31145,31145,"Red Willow County, Nebraska",11013,,4477,40.6519567784
0500000US31147,31147,"Richardson County, Nebraska",8355,,3480,41.6517055655
0500000US31149,31149,"Rock County, Nebraska",1540,114,545,35.3896103896
0500000US31151,31151,"Saline County, Nebraska",14278,,3808,26.6704020171
0500000US31153,31153,"Sarpy County, Nebraska",159413,,41846,26.2500548889
0500000US31155,31155,"Saunders County, Nebraska",20696,,6909,33.3832624662
0500000US31157,31157,"Scotts Bluff County, Nebraska",36835,,12311,33.4220171033
0500000US31159,31159,"Seward County, Nebraska",16729,,7499,44.826349453
0500000US31161,31161,"Sheridan County, Nebraska",5432,,1622,29.8600883652
0500000US31163,31163,"Sherman County, Nebraska",3133,,985,31.439514842
0500000US31165,31165,"Sioux County, Nebraska",1262,73,500,39.6196513471
0500000US31167,31167,"Stanton County, Nebraska",6139,,3192,51.9954389966
0500000US31169,31169,"Thayer County, Nebraska",5195,,2531,48.7199230029
0500000US31171,31171,"Thomas County, Nebraska",831,87,381,45.8483754513
0500000US31173,31173,"Thurston County, Nebraska",6926,,1447,20.892289922
0500000US31175,31175,"Valley County, Nebraska",4322,83,1341,31.0273021749
0500000US31177,31177,"Washington County, Nebraska",20201,,6989,34.5972971635
0500000US31179,31179,"Wayne County, Nebraska",9542,,5041,52.8295954726
0500000US31181,31181,"Webster County, Nebraska",3773,,1790,47.4423535648
0500000US31183,31183,"Wheeler County, Nebraska",725,115,361,49.7931034483
0500000US31185,31185,"York County, Nebraska",13727,,5919,43.1193997232
0500000US32001,32001,"Churchill County, Nevada",24779,,3254,13.1320876549
0500000US32003,32003,"Clark County, Nevada",1954773,,138167,7.0681864339
0500000US32005,32005,"Douglas County, Nevada",47056,,7618,16.1892213533
0500000US32007,32007,"Elko County, Nevada",49133,,4771,9.7103779537
0500000US32009,32009,"Esmeralda County, Nevada",916,127,152,16.5938864629
0500000US32011,32011,"Eureka County, Nevada",1809,127,180,9.9502487562
0500000US32013,32013,"Humboldt County, Nevada",16511,,1538,9.3150021198
0500000US32015,32015,"Lander County, Nevada",5751,,603,10.4851330203
0500000US32017,32017,"Lincoln County, Nevada",5282,,855,16.1870503597
0500000US32019,32019,"Lyon County, Nevada",51797,,6475,12.5007239802
0500000US32021,32021,"Mineral County, Nevada",4718,,643,13.6286562103
0500000US32023,32023,"Nye County, Nevada",43801,,5668,12.9403438278
0500000US32027,32027,"Pershing County, Nevada",6707,,935,13.940659013
0500000US32029,32029,"Storey County, Nevada",4010,,597,14.8877805486
0500000US32031,32031,"Washoe County, Nevada",422010,,42596,10.0935996777
0500000US32033,32033,"White Pine County, Nevada",9967,,981,9.8424801846
0500000US32510,32510,"Carson City, Nevada",55184,,6783,12.2916062627
0500000US33001,33001,"Belknap County, New Hampshire",60206,,2578,4.2819652526
0500000US33003,33003,"Carroll County, New Hampshire",47761,,2991,6.2624316911
0500000US33005,33005,"Cheshire County, New Hampshire",77106,,5275,6.8412315514
0500000US33007,33007,"Coos County, New Hampshire",32872,,1096,3.3341445607
0500000US33009,33009,"Grafton County, New Hampshire",88985,,5930,6.6640445019
0500000US33011,33011,"Hillsborough County, New Hampshire",401101,,18867,4.7038027828
0500000US33013,33013,"Merrimack County, New Hampshire",146742,,8194,5.583950062
0500000US33015,33015,"Rockingham County, New Hampshire",295872,,15514,5.2434836686
0500000US33017,33017,"Strafford County, New Hampshire",123295,,5960,4.8339348716
0500000US33019,33019,"Sullivan County, New Hampshire",43534,,2717,6.2410989112
0500000US34001,34001,"Atlantic County, New Jersey",274402,,21336,7.7754535317
0500000US34003,34003,"Bergen County, New Jersey",906781,,46135,5.0877775339
0500000US34005,34005,"Burlington County, New Jersey",449117,,47625,10.6041410145
0500000US34007,34007,"Camden County, New Jersey",513660,,42446,8.2634427442
0500000US34009,34009,"Cape May County, New Jersey",96987,,12022,12.3954756823
0500000US34011,34011,"Cumberland County, New Jersey",156864,,11127,7.0934057528
0500000US34013,34013,"Essex County, New Jersey",783840,,17040,2.1739130435
0500000US34015,34015,"Gloucester County, New Jersey",288187,,36530,12.6757973122
0500000US34017,34017,"Hudson County, New Jersey",636194,,13874,2.180781334
0500000US34019,34019,"Hunterdon County, New Jersey",127996,,16208,12.6628957155
0500000US34021,34021,"Mercer County, New Jersey",366442,,24002,6.5500133718
0500000US34023,34023,"Middlesex County, New Jersey",811064,,34156,4.2112582977
0500000US34025,34025,"Monmouth County, New Jersey",629263,,44994,7.1502694422
0500000US34027,34027,"Morris County, New Jersey",493472,,41863,8.4833587316
0500000US34029,34029,"Ocean County, New Jersey",575961,,56306,9.7760091395
0500000US34031,34031,"Passaic County, New Jersey",500168,,20256,4.049839254
0500000US34033,34033,"Salem County, New Jersey",66007,,8549,12.9516566425
0500000US34035,34035,"Somerset County, New Jersey",323650,,22353,6.906534837
0500000US34037,34037,"Sussex County, New Jersey",148962,,20564,13.8048629852
0500000US34039,34039,"Union County, New Jersey",536383,,19912,3.7122727603
0500000US34041,34041,"Warren County, New Jersey",108488,,14517,13.3812034511
0500000US35001,35001,"Bernalillo County, New Mexico",661924,,45426,6.8627214
0500000US35003,35003,"Catron County, New Mexico",3686,,385,10.4449267499
0500000US35005,35005,"Chaves County, New Mexico",65343,,3958,6.057267037
0500000US35006,35006,"Cibola County, New Mexico",27293,,874,3.2022863005
0500000US35007,35007,"Colfax County, New Mexico",13614,,1512,11.1062141913
0500000US35009,35009,"Curry County, New Mexico",48101,,3900,8.1079395439
0500000US35011,35011,"De Baca County, New Mexico",2069,91,154,7.4432092798
0500000US35013,35013,"Do�a Ana County, New Mexico",208794,,9343,4.4747454429
0500000US35015,35015,"Eddy County, New Mexico",53693,,3191,5.9430465796
0500000US35017,35017,"Grant County, New Mexico",29602,,2126,7.1819471657
0500000US35019,35019,"Guadalupe County, New Mexico",4655,,226,4.8549946294
0500000US35021,35021,"Harding County, New Mexico",612,91,121,19.7712418301
0500000US35023,35023,"Hidalgo County, New Mexico",4903,,353,7.1996736692
0500000US35025,35025,"Lea County, New Mexico",64670,,3771,5.8311427246
0500000US35027,35027,"Lincoln County, New Mexico",20440,,1914,9.3639921722
0500000US35028,35028,"Los Alamos County, New Mexico",18008,,2632,14.6157263438
0500000US35029,35029,"Luna County, New Mexico",25162,,1402,5.5718941261
0500000US35031,35031,"McKinley County, New Mexico",71888,,892,1.2408190519
0500000US35033,35033,"Mora County, New Mexico",4830,,162,3.3540372671
0500000US35035,35035,"Otero County, New Mexico",64176,,5849,9.1139990027
0500000US35037,35037,"Quay County, New Mexico",8956,,636,7.1013845467
0500000US35039,35039,"Rio Arriba County, New Mexico",40201,,953,2.3705877963
0500000US35041,35041,"Roosevelt County, New Mexico",19840,,1485,7.4848790323
0500000US35043,35043,"Sandoval County, New Mexico",131302,,11937,9.0912552741
0500000US35045,35045,"San Juan County, New Mexico",128600,,8127,6.3195956454
0500000US35047,35047,"San Miguel County, New Mexico",29225,,1539,5.2660393499
0500000US35049,35049,"Santa Fe County, New Mexico",144209,,9095,6.3068185758
0500000US35051,35051,"Sierra County, New Mexico",11956,,1477,12.3536299766
0500000US35053,35053,"Socorro County, New Mexico",17843,,717,4.018382559
0500000US35055,35055,"Taos County, New Mexico",32775,,2039,6.2212051869
0500000US35057,35057,"Torrance County, New Mexico",16285,,1779,10.9241633405
0500000US35059,35059,"Union County, New Mexico",4460,,483,10.8295964126
0500000US35061,35061,"Valencia County, New Mexico",76172,,5526,7.2546342488
0500000US36001,36001,"Albany County, New York",304511,,27688,9.092610776
0500000US36003,36003,"Allegany County, New York",48837,,9233,18.9057476913
0500000US36005,36005,"Bronx County, New York",1386364,,8207,0.5919801726
0500000US36007,36007,"Broome County, New York",199928,,22287,11.1475131047
0500000US36009,36009,"Cattaraugus County, New York",80166,,17393,21.6962303221
0500000US36011,36011,"Cayuga County, New York",79996,,8397,10.4967748387
0500000US36013,36013,"Chautauqua County, New York",134599,,21294,15.8203255596
0500000US36015,36015,"Chemung County, New York",88779,,11025,12.4184773426
0500000US36017,36017,"Chenango County, New York",50490,,5993,11.8696771638
0500000US36019,36019,"Clinton County, New York",82054,,3834,4.6725327224
0500000US36021,36021,"Columbia County, New York",62881,,8716,13.8611027178
0500000US36023,36023,"Cortland County, New York",49453,,4574,9.2491860959
0500000US36025,36025,"Delaware County, New York",47851,,8263,17.2681866628
0500000US36027,36027,"Dutchess County, New York",297291,,26120,8.7860042854
0500000US36029,36029,"Erie County, New York",919542,,150929,16.413497154
0500000US36031,36031,"Essex County, New York",39309,,3936,10.0129741281
0500000US36033,36033,"Franklin County, New York",51698,,2362,4.5688421216
0500000US36035,36035,"Fulton County, New York",55358,,7003,12.6503847682
0500000US36037,36037,"Genesee County, New York",59992,,12914,21.5262034938
0500000US36039,36039,"Greene County, New York",49122,,6399,13.0267497252
0500000US36041,36041,"Hamilton County, New York",4835,,725,14.9948293692
0500000US36043,36043,"Herkimer County, New York",64475,,9049,14.034897247
0500000US36045,36045,"Jefferson County, New York",117011,,14040,11.9988719009
0500000US36047,36047,"Kings County, New York",2512740,,28777,1.1452438374
0500000US36049,36049,"Lewis County, New York",27062,,6118,22.6073460942
0500000US36051,36051,"Livingston County, New York",65215,,12378,18.9802959442
0500000US36053,36053,"Madison County, New York",72977,,8184,11.2144922373
0500000US36055,36055,"Monroe County, New York",744746,,94420,12.678147986
0500000US36057,36057,"Montgomery County, New York",50025,,6604,13.2013993003
0500000US36059,36059,"Nassau County, New York",1338712,,74733,5.582455375
0500000US36061,36061,"New York County, New York",1596735,,62086,3.8883095817
0500000US36063,36063,"Niagara County, New York",215869,,41264,19.1152967772
0500000US36065,36065,"Oneida County, New York",234336,,23737,10.1294722108
0500000US36067,36067,"Onondaga County, New York",466179,,50751,10.8865907731
0500000US36069,36069,"Ontario County, New York",107728,,17756,16.4822515966
0500000US36071,36071,"Orange County, New York",372951,,27661,7.4167920183
0500000US36073,36073,"Orleans County, New York",42995,,7323,17.032213048
0500000US36075,36075,"Oswego County, New York",122055,,14685,12.0314612265
0500000US36077,36077,"Otsego County, New York",62147,,8099,13.0320047629
0500000US36079,36079,"Putnam County, New York",99702,,8456,8.4812741971
0500000US36081,36081,"Queens County, New York",2235008,,37673,1.6855868077
0500000US36083,36083,"Rensselaer County, New York",159464,,17997,11.2859328751
0500000US36085,36085,"Richmond County, New York",468374,,10324,2.2042214128
0500000US36087,36087,"Rockland County, New York",312011,,13452,4.3113864575
0500000US36089,36089,"St. Lawrence County, New York",112060,,6825,6.090487239
0500000US36091,36091,"Saratoga County, New York",219832,,20333,9.2493358565
0500000US36093,36093,"Schenectady County, New York",154466,,14161,9.1677132832
0500000US36095,36095,"Schoharie County, New York",32617,,6535,20.0355642763
0500000US36097,36097,"Schuyler County, New York",18472,,2042,11.0545690775
0500000US36099,36099,"Seneca County, New York",35306,,4747,13.4453067467
0500000US36101,36101,"Steuben County, New York",98992,,14674,14.8234200743
0500000US36103,36103,"Suffolk County, New York",1492360,,129249,8.6607118926
0500000US36105,36105,"Sullivan County, New York",77340,,9197,11.8916472718
0500000US36107,36107,"Tioga County, New York",51067,,8064,15.7910196409
0500000US36109,36109,"Tompkins County, New York",101570,,9021,8.8815595156
0500000US36111,36111,"Ulster County, New York",182516,,19908,10.9075368735
0500000US36113,36113,"Warren County, New York",65700,,6057,9.2191780822
0500000US36115,36115,"Washington County, New York",63108,,4351,6.894530012
0500000US36117,36117,"Wayne County, New York",93476,,14478,15.4884676281
0500000US36119,36119,"Westchester County, New York",950227,,35873,3.7752031883
0500000US36121,36121,"Wyoming County, New York",42092,,10061,23.9024042573
0500000US36123,36123,"Yates County, New York",25351,,4243,16.7370123467
0500000US37001,37001,"Alamance County, North Carolina",151170,,11442,7.5689620957
0500000US37003,37003,"Alexander County, North Carolina",37014,,4222,11.4064948398
0500000US37005,37005,"Alleghany County, North Carolina",11069,,690,6.2336254404
0500000US37007,37007,"Anson County, North Carolina",26699,,1568,5.872879134
0500000US37009,37009,"Ashe County, North Carolina",27099,,1872,6.9080039854
0500000US37011,37011,"Avery County, North Carolina",17815,,1728,9.6996912714
0500000US37013,37013,"Beaufort County, North Carolina",47542,,2306,4.8504480249
0500000US37015,37015,"Bertie County, North Carolina",21035,,294,1.3976705491
0500000US37017,37017,"Bladen County, North Carolina",34922,,754,2.1590974171
0500000US37019,37019,"Brunswick County, North Carolina",107925,,10730,9.9420894139
0500000US37021,37021,"Buncombe County, North Carolina",239000,,22859,9.5644351464
0500000US37023,37023,"Burke County, North Carolina",90821,,11347,12.4938064985
0500000US37025,37025,"Cabarrus County, North Carolina",178396,,19143,10.7306217628
0500000US37027,37027,"Caldwell County, North Carolina",82493,,8149,9.878413926
0500000US37029,37029,"Camden County, North Carolina",9965,,872,8.7506271952
0500000US37031,37031,"Carteret County, North Carolina",66415,,6449,9.7101558383
0500000US37033,37033,"Caswell County, North Carolina",23615,,719,3.0446749947
0500000US37035,37035,"Catawba County, North Carolina",154201,,20812,13.4966699308
0500000US37037,37037,"Chatham County, North Carolina",63896,,5293,8.2837736322
0500000US37039,37039,"Cherokee County, North Carolina",27304,,2290,8.3870495166
0500000US37041,37041,"Chowan County, North Carolina",14825,,540,3.6424957841
0500000US37043,37043,"Clay County, North Carolina",10575,,620,5.8628841608
0500000US37045,37045,"Cleveland County, North Carolina",97890,,6705,6.849524977
0500000US37047,37047,"Columbus County, North Carolina",57612,,1606,2.7876136916
0500000US37049,37049,"Craven County, North Carolina",102904,,9250,8.9889605846
0500000US37051,37051,"Cumberland County, North Carolina",319329,,23337,7.3081367492
0500000US37053,37053,"Currituck County, North Carolina",23677,,2352,9.9336909237
0500000US37055,37055,"Dare County, North Carolina",34019,,3810,11.1996237397
0500000US37057,37057,"Davidson County, North Carolina",162628,,21147,13.0032958654
0500000US37059,37059,"Davie County, North Carolina",41183,,3939,9.5646261807
0500000US37061,37061,"Duplin County, North Carolina",58510,,2300,3.930951974
0500000US37063,37063,"Durham County, North Carolina",269283,,13385,4.9706071308
0500000US37065,37065,"Edgecombe County, North Carolina",56253,,1052,1.8701224824
0500000US37067,37067,"Forsyth County, North Carolina",351368,,28018,7.9739760024
0500000US37069,37069,"Franklin County, North Carolina",60470,,3482,5.7582272201
0500000US37071,37071,"Gaston County, North Carolina",206291,,17836,8.646038848
0500000US37073,37073,"Gates County, North Carolina",12069,,525,4.3499875715
0500000US37075,37075,"Graham County, North Carolina",8766,,434,4.9509468401
0500000US37077,37077,"Granville County, North Carolina",59666,,2103,3.5246203868
0500000US37079,37079,"Greene County, North Carolina",21386,,560,2.6185354905
0500000US37081,37081,"Guilford County, North Carolina",489576,,30127,6.1536921745
0500000US37083,37083,"Halifax County, North Carolina",54693,,1190,2.1757811786
0500000US37085,37085,"Harnett County, North Carolina",115559,,7758,6.7134537336
0500000US37087,37087,"Haywood County, North Carolina",58915,,4742,8.0488839854
0500000US37089,37089,"Henderson County, North Carolina",106577,,10253,9.6202745433
0500000US37091,37091,"Hertford County, North Carolina",24525,,416,1.6962283384
0500000US37093,37093,"Hoke County, North Carolina",47368,,1983,4.1863705455
0500000US37095,37095,"Hyde County, North Carolina",5810,,313,5.3872633391
0500000US37097,37097,"Iredell County, North Carolina",159614,,16198,10.1482326112
0500000US37099,37099,"Jackson County, North Carolina",39985,,2838,7.0976616231
0500000US37101,37101,"Johnston County, North Carolina",169122,,9086,5.3724530221
0500000US37103,37103,"Jones County, North Carolina",10144,,749,7.3836750789
